white,white_elo,black,black_elo,result,date,moves
jiHymas,1668,Bombs4boobies,1729,1-0,????.??.??,c4 Nf6 Nc3 g6 e4 Bg7 d4 O-O f3 d6 Be3 a6 Bd3 Nc6 Nge2 Rb8 Qd2 e5 a3 Re8 d5 Nd4 Nxd4 exd4 Bxd4 Nxe4 Bxe4 f5 O-O fxe4 Nxe4 Bf5 Bxg7 Kxg7 Qd4+ Kf7 Rae1 Re5 g4 Bxe4 Rxe4 Qg5 h3 Rbe8 f4
nichiren1967,1935,guillermo1066,1532,1-0,????.??.??,e4 e5 f4 Bc5 Nf3 h5 fxe5 f6 d4 Bb6 exf6 Qxf6 e5 Qe7 c3 d6 Be2 dxe5 Nxe5 Nf6 O-O Bg4 Nxg4 hxg4 Bxg4 O-O Bf3 c6 Bg5 Qd6 Bxf6 Rxf6 Nd2 Nd7 Ne4 Qf4 Nxf6+ Nxf6 Qe2 Re8 Qd3 Re3 Qg6 c5 Bd5+ Kh8 Rxf4 Nxd5 Rh4+
sayayin,1124,whatisaphone,1118,1-0,????.??.??,e4 Nf6 f3 d5 e5 Nfd7 Bb5 c6 Ba4 Nxe5 d4 b5 Bb3 Ng6 Qe2 e6 g3 Bb4+ c3 Bd6 Nh3 O-O Ng5 Be7 f4 h6 Nf3 Bf6 h4 Na6 h5 Ne7 Kd1 c5 g4 cxd4 g5 Nc5 gxf6 Nxb3 axb3 Nf5 fxg7 Kxg7 Rg1+ Kh8 Qd3 dxc3 bxc3 Rg8 c4 dxc4 bxc4 Qxd3+ Bd2
amir2197,1823,gamegoblin,1766,1-0,????.??.??,d4 d5 c4 Nf6 cxd5 Bg4 f3 Bh5 g4 Bg6 e4 Nfd7 Nc3 e5 Be3 exd4 Bxd4 Bc5 Bxc5 Nxc5 h4 h5 Qd4 Qd6 e5 Qb6 Bb5+ c6 dxc6 Nxc6 O-O-O O-O Bxc6 Qxc6 Qd6 Qc8 gxh5 Bxh5 Rd4 b6 Kd2 Ne6 Rd3 Bg6 Ne4 Nf4 Rc3 Qa6 Qa3 Rfd8+ Nd6 Qxa3 bxa3 Kf8 Ne2 Nxe2 Kxe2 f6 f4 fxe5 fxe5 Ke7 Rg1 Bf7 Rxg7 Rf8 Rc7+ Ke6 Rcxf7 Kxe5 Nc4+ Ke6 Re7+ Kd5 Ne3+ Kc5 h5 Rh8 Rg5+ Kd6 Nf5+ Kc6 h6 Rad8 Rg6+ Kb5 Nd6+
abcabc,1275,drcamps,1282,1-0,????.??.??,d4 e6 Nf3 Be7 g3 d6 Bg2 Bd7 O-O Nf6 Bg5 Nc6 Bxf6 Bxf6 c3 a5 Nbd2 b5 Nb3 b4 Nh4 O-O cxb4 Bxh4 gxh4 Nxb4 Bxa8 Ba4 Bf3 Qxh4 Bg2 Bxb3 Qxb3 Qxd4 e3 Qd2 Rad1 Qe2 Rde1 Qc2 Qxc2 Nxc2 Rc1 Nb4 Rxc7 Nxa2 Ra1 Nb4 Rxa5 h6 Rb5 Nd5 Bxd5 exd5 Rxd5 Rd8 Rc6 Kh7 Rdxd6 Ra8 b4 g6 b5 Kg7 b6 Rb8 Rc7 Kf8 b7 Ke8 Rc8+ Rxc8
Tupy,1807,clayac,1740,1-0,????.??.??,d4 d5 c4 Nf6 Nc3 Bf5 Nf3 e6 Nh4 Bg6 Nxg6 hxg6 h3 Nc6 e3 Bd6 c5 Be7 a3 b6 b4 Qd7 Bb5 a6 Qa4 O-O Bxc6
anatolii76,1544,aminkarimi,1779,0-1,????.??.??,e4 e5 f4 Nc6 Nf3 Bc5 Bc4 d6 h3 exf4 d4 Bb6 Bxf4 h6 O-O Be6 Bxe6 fxe6 c4 Qf6 g3 Nxd4 Nxd4 Bxd4+ Kh2 O-O-O Qf3 Bxb2 Nc3 Bxa1 Rxa1 e5 Nd5 Qf8 Rb1 exf4 Qb3 fxg3+ Kxg3 b6 Qb5 Kb7 Nb4 Qe8 Qa6+ Ka8 Re1 Qe5+ Kg2 Qb2+ Kh1 Qxb4 a3 Qxe1+
feinsterschnitz,1658,sausky77,1607,1-0,????.??.??,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 dxc3 Bxf7+ Kxf7 Qd5+ Ke8 Qh5+ g6 Qxc5 Qe7 Qxc3 Qxe4+ Be3 d6 Qxh8 Be6 Nc3 Kd7 Qxh7+ Nge7 O-O Ne5 Nxe5+ Qxe5 Qh6 Rh8 Qf4 Qh5 h4 Nc6 Ne4 Ne5 Nf6+
Failure,1447,Rosa_egypto,1500,1-0,????.??.??,e4 e5 Nf3 Nc6 Bc4 a6 O-O d6 c3 Nf6 Re1 Be7 d4 Bd7 Bg5 O-O Nbd2 exd4 cxd4 Be6 d5 Bg4 dxc6 bxc6 h3 Be6 e5 dxe5 Nxe5 Nd5 Bxe7 Nxe7 Nb3 h6 Nc5 Bxc4 Nxc4 Qd5 Qxd5 cxd5 Ne5 Nf5 Ncd7 Rfe8 Nf3 Rad8 Nc5 d4 Nxa6 c5 Nxc5 Nd6 Nxd4 Nc4 Nc6 Rc8 Rxe8+ Rxe8 Nd4 Nxb2 Rb1 f6 Rxb2 Re1+ Kh2 Rf1 Ne4 f5 Nd2 Rd1 g4 fxg4 hxg4 Kf7 f4 Kg6 N2f3 h5 Rb6+ Kh7
georg1234,1630,Rasmus1,1572,1-0,????.??.??,d4 d6 e4 c6 e5 dxe5 dxe5 Qxd1+ Kxd1 Be6 Nf3 Nd7 Nc3 O-O-O Bd2 h6 Bd3 g5 Ke2 g4 Nd4 Bd5 Nxd5 cxd5 e6 fxe6 Nxe6 Ne5 Nxd8 Kxd8 Bf5 h5 Be6 Nf6 Bc3 Ned7 Rhd1 Nc5 Bxf6 exf6 Rxd5+ Kc7 Bf5 Kc6 Rad1 Na4 Bd7+
faramarz1360,1279,mcamac,1261,0-1,????.??.??,e3 e5 d3 d5 c3 Nc6 Ne2 Nf6 Nd2 e4 Nb3 exd3 Ng3 Ne5 Bxd3 Nxd3+ Qxd3 Be7 Bd2 O-O O-O-O g6 Kb1 Bf5 Nxf5 gxf5 Qxf5 Qd7 Qxd7 Nxd7 f4 Nf6 Be1 c5 Bf2 b5 e4 c4 Nd4 dxe4 Nxb5 Rad8 Rxd8 Rxd8 Bd4 Rxd4 Nxd4 a6 Nf5 Bc5 Ne3 Ng4 Nxg4 Bd6 Re1 Bxf4
denbagus,1047,Tata190,1876,0-1,????.??.??,e4 c6 d4 d6 Bc4 Na6 Qf3 e6 d5 cxd5 exd5 e5 Nh3 Nc7 Ng5 f6 Ne6 Nxe6 dxe6 Qe7 Bb5+ Kd8 Bd2 Bxe6 Ba5+ Kc8 Qc3+ Kb8 Nd2 d5 Nf3 Qc5 Qxc5 Bxc5 O-O-O a6 Be2 b6 Bd2 Ne7 Be3 d4
greenchicken,1298,obolfazl,1165,0-1,????.??.??,e4 e5 f4 exf4 Nf3 Bc5 d4 Bb4+ c3 Ba5 b4 Bb6 Bxf4 d6 Bc4 Be6 Bxe6 fxe6 d5 e5 Bg5 Nf6 Nbd2 O-O Nc4 Nbd7 Nxb6 Nxb6 O-O Nc4 Qe2 b5 Rad1 h6 Be3 Qd7 Qf2 Ng4 Qg3 Ngxe3 Rd3 Nxf1 Kxf1 Qf7 Kg1 Qf4 Qf2 Qc1+ Ne1 Qg5 Qe2 Qf4 Nf3 Rf7 g3 Qf6
polubasov,1251,mnap,1136,0-1,????.??.??,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 d6 f4 Nf6 e5 dxe5 fxe5 Nd5
chesslion,1867,saponaro,1926,0-1,????.??.??,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 Bxc3 Bxc3 O-O f3 c5 e4 cxd4 Qxd4 d5 Qe3 dxe4 fxe4 Nc6 Nf3 e5 Rd1 Qe7 Be2 Bg4 O-O Bxf3 Bxf3 Rad8 Qg5 h6 Qf5 Ne8 Rxd8 Qxd8 Bxe5 g6 Qf4 Nxe5 Qxe5 Nc7 Rd1 Qc8 Qf4 Ne6 Qxh6 Qxc4 b3 Qc2 h3 Re8 h4 Ng7 h5 Rxe4 hxg6 fxg6 Qxg6 Re1+ Rxe1 Qxg6 Rd1 Ne6 Rd8+ Nxd8 Kf2 Nf7 Be4 Qf6+ Ke3 Ng5 Bf3 Nxf3 gxf3 Qb2 f4 Qxa2 f5 Qxb3+ Ke4 Qf7 Ke5 a5 f6 a4 Kd4 a3 Kc3 a2 Kb2 a1=Q+ Kxa1 Qxf6+ Ka2 Qa6+ Kb3 b5 Kb4 Qa4+ Kc5 b4 Kd5 b3 Ke5 Qa2 Kf5 b2 Kg5 b1=Q Kf4 Qd1 Ke5 Qac2 Kf4 Qce2 Kg3 Qdf1 Kh4 Qeg2
sadatel78,1507,silvio_toro,1290,1-0,????.??.??,e4 e5 Nf3 Nc6 Bb5 Bc5 Nc3 d6 d4 Bb4 d5 Bxc3+ bxc3 Bg4 dxc6 Bxf3 Qxf3 b6 Bc4 Qf6 Qxf6 Nxf6 O-O Nxe4 Be3 Nxc3 f4 d5 Bb3 O-O-O fxe5 Rhe8 Bd4 Ne2+ Kh1 Nxd4 Rad1 Nxb3 axb3 Rxe5 Rxf7 g5 Rxh7 d4 Rg7 Rc5 Rg6 Rxc2 Rxg5 Rxc6 Rg3 Rcd6 Rgd3 c5 g4 a5 h4 b5 g5 Rh8 Rh3 Rh5 Kg2 Rd5 Kg3 d3 Kg4 Rh7 Rhxd3 Rxd3 Rxd3 Kc7 h5 c4 bxc4 bxc4 Rc3 Kb6 Rxc4 Kb5 Rc1 a4 g6 Rd7 Kg5 Rd5+ Kh4 Rd4+ Kg5 Rd5+ Kh6 Rd6 Kh7 a3 g7 Rd7 Kh8 Rd5 Rh1 Rg5 g8=Q Rxg8+ Kxg8 Kb4 Ra1 Kb3 Rxa3+ Kxa3 h6 Kb4 h7 Kc5 h8=Q Kd6 Qf6+ Kd5 Qe7 Kd4 Qe6 Kc5 Qd7 Kc4 Qd6 Kc3 Qd5 Kc2 Qd4 Kc1 Qd3 Kb2 Qc4 Kb1 Qc3 Ka2 Qb4 Ka1 Kf7 Ka2 Ke6 Ka1 Kd5
robis,1435,cpb,1395,1-0,????.??.??,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 c4 Nf6 Nc3 Bb7 a3 d5 cxd5 cxd5 exd5 Nxd5 Bb5+ Ke7 O-O f6 Qg4 Kf7 Bc4 Ke8 Kh1 Nxc3 bxc3 Qc8 Qe2 Be7 f4 exf4 Bxf4 g5 Bd6 Qd7 Bxe7 Qxe7 Qd2 Qd7 Rae1+ Kd8 Qc2 Kc7 Rxf6 Rhe8 Rff1 Rxe1 Rxe1 Re8 Rd1 Qc6 h3 Qxc4 Qxh7+ Kb8 Qc2 Qc6 c4 g4 h4 Rh8 Kg1 Rxh4 Rd8+ Bc8 Qb2+ Qb7 Qxb7+
pederao,1405,Mur13,1243,0-1,????.??.??,e4 d5 exd5 Qxd5 Nc3 Qd8 Bc4 e5 Qh5 Nh6 Qxe5+ Be7 d4 O-O Bxh6 gxh6 Nge2 Re8 Qg3+ Kf8 O-O Bb4 Qf3 Be6 Bd3 Nc6 Nf4 Qxd4 Nxe6+ Rxe6 Nb5 Qd7 Qf4 Bd6 Nxd6 Rxd6 Bxh7 Re8 c4 Qe7 c5 Rf6
actom,1466,defectivebishop,1625,1-0,????.??.??,e4 c5 Bc4 d6 Bb5+ Nc6 c4 a6 Ba4 Bd7 Nf3 Nf6 d3 e5 Nc3 Be7 Nd5 Nxd5 exd5 Nb4 Bxd7+ Qxd7 a3 O-O axb4 cxb4 O-O a5 b3 b5 h3 bxc4 dxc4 Ra7 Be3 Ra6 Qc2 f5 Bg5 Bxg5 Nxg5 e4 Qe2 Rfa8 Qh5 h6 Ne6 Qf7 Qxf7+ Kxf7 Nc7
xadrezz,1802,SebPlaul,1640,1-0,????.??.??,d4 Nf6 c4 g6 Nf3 Bg7 Nc3 d6 e4 c6 Be2 O-O Bg5 h6 Be3 Nbd7 h3 e5 d5 Nh7 dxc6 bxc6 Qxd6 Qf6 Rd1 Nb6 Qxf6 Bxf6 Bxh6 Rd8 Rxd8+ Bxd8 Nxe5 Ba6 c5 Bxe2 Kxe2 Nc8 Nxc6 Bg5 Bxg5 Nxg5 Nd5 Nxe4 Nc7 Nxc5 Nxa8 Ne6 Rd1 Kg7 Rd7 Kf6 Nc7 Nc5 Rd8 Nb6 Nxa7 Nc4 b3 Ne5 f4 Ned7 b4 Na4 Rxd7 Nc3+ Kd3 Nxa2 b5
rentlau11,1280,violet_2045,1441,1-0,????.??.??,e4 e5 Nf3 d6 d4 Bg4 dxe5 Bxf3 Qxf3 dxe5 Bc4 Nf6 Bg5 Be7 O-O O-O Nc3 h6 Bxf6 Bxf6 Nd5 c6 Nxf6+ Qxf6 Qxf6 gxf6 Rad1 b5 Bb3 Na6 c4 Nc5 Bc2 bxc4 Rd6 Rac8 Rxf6 Rb8 b3 cxb3 Bxb3 Nxe4 Rxh6 Nd2 Rd1 Nxb3 Rd3 Nc5 Rg3#
guillermo1066,1529,nichiren1967,1937,0-1,????.??.??,e4 e5 Bc4 Qe7 Qe2 d6 Nc3 c6 d3 Nd7 Nf3 Nb6 Bg5 f6 Bh4 Nxc4 dxc4 Bg4 O-O-O O-O-O c5 dxc5 Rxd8+ Kxd8 Rd1+ Kc7 Nd2 Bxe2 Nxe2 g5 Nc4 gxh4
knucklesthebully,1792,hashem38,1699,1-0,????.??.??,d4 d5 e3 Bf5 Bd3 Bxd3 cxd3 Nc6 f4 e6 Bd2 Bd6 Bc3 Nge7 Nd2 Bb4 Nb3 Bxc3+ bxc3 O-O Ne2 f6 Ng3 e5 O-O a6 Rc1 Qd6 Qc2 exf4 exf4 f5 Rce1 Ng6 Nc5 Rae8 Rxe8 Rxe8 Nxb7 Qa3 Nxf5 a5 Nc5 Nce7 Nxe7+ Rxe7 Rb1 Nf8 Kf2 Rf7 g3 g5 Rb3 gxf4 Rxa3 fxg3+ Kxg3
akhavan1860,1594,Thoth33,1713,1/2-1/2,????.??.??,e4 e6 d4 d5 exd5 exd5 c3 Nf6 Bd3 Bd6 Ne2 O-O O-O Re8 Re1 Bg4 f3 Bh5 Bf4 c6 Bxd6 Qxd6 Nd2 Nbd7 Ng3 Bg6 Bxg6 hxg6 Rxe8+ Rxe8 Ndf1 c5 Qd2 Qb6 dxc5 Qxc5+ Kh1 Ne5 Rd1 Nc4 Qc1 Qb6 b3 Nd6 Qd2 Nf5 Nxf5 gxf5 Qd4 Qxd4 cxd4 a6 Ng3 g6 Kg1 Kg7 Kf2 Nd7 Re1 Rxe1 Kxe1 Kf6 Kd2 Nb8 Kd3 Nc6 Ne2 f4 Nxf4 Nb4+ Kc3 Nxa2+ Kb2 Nb4 Nxd5+ Nxd5 Kc2 Ne3+ Kd3 Nxg2 h3 Nf4+ Kc4 Nxh3 Kc5 Ng5 Kb6 Nxf3 Kxb7 Nxd4 Kxa6 Nxb3 Kb5 Nd4+ Kb4 Ne6 Kc4 g5 Kd3 Kf5 Ke3 Nc5 Kf3 Ne4 Kg2 g4 Kf1 g3 Kg1 Kg4 Kg2 f5 Kf1 f4 Kg1 f3 Kh1 f2 Kg2 Nd2 Kh1 Nf3 Kg2 Ne1+ Kf1 g2+ Kxf2 g1=Q+ Kxg1
eric55,1294,grimble,1465,0-1,????.??.??,e4 e5 Nf3 d6 Nc3 Bg4 Be2 Bxf3 Bxf3 c6 O-O Be7 Na4 b5 Nc3 b4 Na4 Qa5 b3 c5 c4 bxc3 dxc3 Nf6 Bg5 Nbd7 Qd5 Nxd5 b4 cxb4 Bxe7 Nxe7 Bd1 bxc3 Rc1 Rc8 Nxc3 Rxc3 Rxc3 Qxc3 Bf3 O-O
plochadnifgh,1892,lex-1,2054,1-0,????.??.??,e4 Nc6 d4 d5 e5 Bf5 Nf3 Nb4 Na3 Nh6 c3 Nc6 Qb3 Rb8 Bxh6 gxh6 O-O-O Bg7 Nc2 O-O Ne3 Be4 Nd2 e6 Nxe4 dxe4 Qc2 f5 exf6 Qxf6 Rd2 Qf4 g3 Qd6 Qxe4 e5 Bc4+ Kh8 Bd3 Qg6 Qg2 Qf7 d5 Ne7 Qe4 Qg6 Qc4 Qd6 Qe4 Qg6 Qa4 Qb6 Re1 Rbd8 Bc2 Kg8 Qe4 Qg6 d6 Rxd6 Qxb7 Qf6 Rxd6 cxd6 f4 Kh8 Qxa7 Rc8 Qd7 exf4 Nf5 Rc7 Qxc7 Nxf5 Qc8+ Bf8 Qxf5 Qxf5 Bxf5 fxg3 hxg3
ROMEILANADA,1118,Taz06,1212,1-0,????.??.??,d4 d5 c3 Nf6 Bf4 e6 e3 Be7 h3 O-O Bd3 Nc6 Qf3 g6 g4 Bd7 Bh6 Re8 g5 Nh5 Ne2 e5 dxe5 Nxe5 Qxd5 Nxd3+ Qxd3 Bf5 Qb5 b6 Nd4 Bxb1 Rxb1 a6 Qc6 Bf8 Rd1 Bxh6 gxh6 Rc8 Ne6 Rxe6 Rxd8+ Rxd8 Qxc7 Ree8
tocaifriulano,1889,jc04,1841,1-0,????.??.??,c4 d5 cxd5 Qxd5 Nc3 Qd8 d4 e6 e4 c6 Nf3 Nf6 Bd3 Be7 O-O O-O Bg5 a6 Rc1 h6 Bh4 Ne8 Bxe7 Qxe7 Re1 Qd8 e5 Nc7 Ne4 Nb5 Nc5 Nxd4 Nxd4 Qxd4 Bh7+ Kxh7 Qxd4 b6 Qd3+ Kg8 Ne4 c5 Nd6 Bd7 Re3 Nc6 Qe4 Nb4 a3 Nd5 Rg3 Bc6 Qg4 g6 Rh3 Kh7 Qh4 h5 Qg5 Kg7 Rxh5 Rh8 Rxh8 Rxh8 Qg3 Rh5 Qf3 Rh8 Qxf7+ Kh6 Qxe6 Rf8 Nf7+ Kg7 Qxc6 Nf4 Ng5 Nh5 Ne6+ Kh6 Nxf8 Kg7
ver_vas,1866,ojosearp,1737,0-1,????.??.??,e4 e6 d4 c5 e5 cxd4 Nf3 Nc6 Bb5 Qa5+ Bd2 Qxb5 b3 Nge7 c4 dxc3 Nxc3 Qa6 Ne4 Nf5 g4 Nfd4 Nxd4 Nxd4 Be3 Nc6 Nd6+ Bxd6 Qxd6 Qa5+ b4 Qxe5 Qxe5 Nxe5 O-O-O O-O h3 d5 f4 Nc4 Bc5 Rd8 Rhe1 Bd7 Kb1 Ba4 Rd4 b6 Be7 Rd7 Bh4 Na3+ Kb2 Nc2 Rd2 Nxe1 Bxe1 Rc8 Bf2 Rdc7 Bd4 Rc2+ Rxc2 Rxc2+ Kb1 Rh2 Be5 Rxh3 g5 Re3 Bd4 Re4 Be5 h5 Kc1 h4 Kd2 h3
mealoser,1691,Khokon-Bangladesh,1500,1-0,????.??.??,e4 c5 Nf3 a6 c4 Nc6 Nc3 d6 d3 h6 Be2 g5 Be3 e6 Qd2 Nf6 O-O-O Rb8 h4 g4 Nh2 b5 Nxg4 b4 Nxf6+ Qxf6 Nb1 a5 f4 a4 g4 Bg7 g5 Qe7 Bg4 a3 b3 Na5 f5 exf5 Bxf5 Bb2+ Kc2 Bc3 Nxc3 bxc3 Qxc3 Qe5 d4 Bxf5 dxe5 Bxe4+ Kd2
gtgiraud3,1389,elikkio,1556,0-1,????.??.??,f4 Nc6 Nf3 d5 e3 e5 Bb5 exf4 Bxc6+ bxc6 O-O fxe3 dxe3 Bd6 Qd4 Qf6 Nc3 Qxd4 Nxd4 Bd7 Bd2 Nf6 Rae1 Rb8 b3 Bb4 Nb1 Bc5 Ne2 Ne4 Ba5 Bb6 Bxb6 cxb6 Nec3 O-O Nxe4 dxe4 Nc3 f5 Rd1 Rbd8 a4 Be6 b4 Bc4 b5 c5 Rde1 Rd2 Rf2 Rfd8 Rxf5 Rxc2 Nd1 Rdd2 Nf2 Bb3 Rf4 Bd5 Rf5 Bb3 Rf1 Bc4 Kh1 Bxf1
nichiren1967,1940,guillermo1066,1527,1-0,????.??.??,e4 Nc6 f4 Nd4 c3 Ne6 f5 Nf4 d4 Nf6 Bxf4 e6 e5 Nd5 fxe6 Nxf4 exf7+ Ke7 Nf3 g5 Nxg5 Bh6 Nf3 Rf8 Bc4 b5 Bb3 a5 a3 d6 exd6+ cxd6 O-O Be6 Bxe6 Nxe6 Re1 Rxf7 d5 Rxf3 Qxf3 Kd7 dxe6+ Kc7 Qxa8 Qxa8 e7 Qe8 c4 Bg5 cxb5 Bxe7 b6+ Kxb6 Nc3 Kb7 Nd5
Tsubeto,2147,francois90,1684,1-0,????.??.??,e4 e5 d4 exd4 c3 dxc3 Bc4 Qf6 Nxc3 Bb4 Ne2 d6 O-O Qg6 Nf4 Qf6 Ncd5 Qd8 Nxb4 Nf6 Nh5 Bg4 Nxf6+ Qxf6 Qxg4 Nd7 Nd5 Qd4
sausky77,1598,feinsterschnitz,1667,1-0,????.??.??,e4 g6 Bc4 Bg7 d3 Nf6 Qf3 c5 e5 O-O exf6 exf6 Bd5 Nc6 Bxc6 bxc6 Be3 Qb6 b3 f5 c3 d5 d4 cxd4 Bxd4 Bxd4 cxd4 Qxd4 Qc3 Re8+ Ne2 Qe4 Qd2 Ba6 Nc3 Qxg2 O-O-O d4 Nxd4 Rad8 Qf4 c5 Nc2 c4 Ne3 Qc6 Rxd8 Rxd8 Rd1 Rxd1+ Nexd1 cxb3 axb3 Qf6 Qb8+ Kg7 Qxa7 Qg5+ Kb2 Qd2+ Ka3 Bc8 Qc5 Be6 Qe5+ Kh6 Qe3+ Qxe3 fxe3 Kg5 b4 Bd7 b5 Bxb5 Nxb5 Kg4 Nd6 f6 Ne8 Kg5 Kb3 h5 Kc3 f4 exf4+ Kxf4 Nxf6 Kg5 Ne4+ Kg4 Ndf2+ Kf3 Kd2 Kg2 h3 Kf3 Ke1 h4 Kf1 Kf4 Kg2 g5 Nf6 Kf5 N2g4 Kf4 Kf2 Kf5 Ke3 Kg6 Ke4 Kf7 Kf5 Kg7 Kxg5 Kf7 Kxh4 Kg7 Kg5 Kh8 h4 Kg7 h5 Kh8 Nd7 Kg7 h6+ Kh7 Ngf6+ Kh8 h7 Kg7 Ne5 Kh8 Nf7+ Kg7 h8=Q+ Kxf7 Qg8+ Ke7 Nd5+ Kd6 Nf4 Ke5 Qe8+ Kd4 Kf5 Kc5 Qd7 Kc4 Ke5 Kc5 Qd5+ Kb4 Qc6 Kb3 Kd4 Kb4 Qc4+ Ka3 Qb5 Ka2 Kc3 Ka3 Qb3#
vmazurak,1658,pankaj-su,1768,0-1,????.??.??,d4 c6 e4 d5 e5 f5 exf6 exf6 Nf3 Bd6 Bd3 Bg4 O-O Ne7 Re1 O-O Be3 Nd7 Nbd2 Qc7 c3 Nf5 Qc2 g6 h3 Nxe3 Rxe3 Bxf3 Nxf3 f5 Rae1 Nf6 Ng5 Ne4 f3 Nxg5 h4 Nf7 Bxf5 gxf5 Qxf5 Nh8 Qg5+ Qg7 Qh5 Ng6 Re6 Bg3 Qg4 Bxe1 Rxe1 Nf4 Qxg7+ Kxg7 Re7+ Rf7 Rxf7+ Kxf7 Kf2 Kf6 g3 Nd3+
drcamps,1272,abcabc,1286,1-0,????.??.??,e4 e5 Bc4 Nf6 g4 Bc5 b4 O-O bxc5 Nc6 g5 Nxe4 d3 Nxc5 Qf3 d6 g6 hxg6 Nd2 Na5 Bb2 Nxc4 Nxc4 f6 O-O-O Qe7 Ne2 Na4 Rhg1 Nxb2 Nxb2 Bf5 Qg3 Qf7 h4 Qxa2 Qg2 Qa1+ Kd2 Qxb2 Rb1 Qa3 Rxb7 Qa5+ Nc3 Qa6 Rxc7 Rac8 Rxc8 Rxc8 Rb1 Qa5 Rb3 Qc5 Qd5+ Qxd5 Nxd5 Be6 Ne7+ Kf7 Nxc8 Bxb3 cxb3 Ke6 Nxa7 d5 Kc3 Kf5 b4 e4 b5 exd3 Kxd3 Kg4 b6 Kxh4 b7 g5 b8=Q g4 Qh2+ Kg5 f3 f5 fxg4 fxg4 Qd2+ Kh4 Nc6 g5 Ne5 g3 Nf3+ Kg4 Ke3 Kh3 Nxg5+ Kg4 Ke2 g2 Qe1 Kxg5 Qg1 Kf5 Qxg2
mpf67,1990,exparrandero,1953,0-1,????.??.??,d4 d5 e3 c6 c4 e6 Nf3 Nf6 Bd3 Nbd7 O-O Be7 Nc3 O-O e4 dxe4 Nxe4 Nxe4 Bxe4 Nf6 Bc2 b6 h3 Bb7 Be3 Qc7 Rc1 Rfd8 Qe2 Kh8 Rfd1 Rac8 Bb1 Qb8 a3 Nh5 Ne5 Nf6 Nxf7+ Kg8 Nxd8 Rxd8 b4 Rf8 Bg5 Bc8 d5 cxd5 cxd5 e5 Bxf6 Rxf6 Rc6 Bd6 Qh5 h6 Qh4 Bb7 Rc3 Qe8 Qe4 Qf7 Rd2 Kf8 Bd3 Rf4 Qg6 Qxd5 Bc4 Qxd2 Rd3 Qxf2+ Kh2 Rxc4 Rxd6 Qf4+
Tata190,1877,aurorachess,1792,0-1,????.??.??,f4 e6 Nf3 f5 e3 Nf6 d4 d5 Bd3 c5 c3 c4 Bc2 Nc6 b3 Bd7 bxc4 Bd6 c5 Bc7 Nbd2 O-O Qe2 Ne4 c4 Nc3 Qd3 Ne4 O-O dxc4 Nxc4 g6 Nfe5 Nxe5 Nxe5 Bc6 Nf3 Nf6 Bb3 Bd5 Bb2 Qe7 Rac1 Bxb3 axb3 Nd5 Ba3 Rfb8 b4 Qf7 Ng5 Qf6 b5 h6 Nf3 g5 fxg5 hxg5 c6 b6
shojjati,1233,FIREDUDE,1293,0-1,????.??.??,d3 d5 Nf3 Nd7 Bg5 f6 Bf4 g5 Bg3 e5 h4 g4 Nh2 h5 f3 f5 e4 f4 Bxf4 exf4 exd5 Qe7+ Be2 Ne5 fxg4 hxg4 O-O g3 Nf3 Nxf3+ gxf3 Qxh4 Qe1 Qh1#
Peruvian82,1838,quimoteJC,1953,0-1,????.??.??,c4 Nf6 Nf3 g6 Nc3 Bg7 g3 O-O Bg2 d5 cxd5 Nxd5 O-O Nxc3 bxc3 c5 Rb1 Nc6 d4 cxd4 cxd4 Qa5 Bd2 Qxa2 e3 Rb8 Ra1 Qe6 Ng5 Qd7 Bh3 Qc7 Bg2 a6 Ne4 b5 Nc5 a5 Na6 Bxa6 Bxc6 Qxc6 Bxa5 Bb7 f3 Bh6 e4 Ra8 Rc1 Qa6 Bd2 Rfc8 Bxh6 b4 Rb1 Qa3 Qb3 Qxb3 Rxb3 Rc4 Be3 Ra3 Rfb1 Rxb3 Rxb3 Bc6 d5 Ba4 Rb1 b3 Kf2 Rc2+ Kg1 Kf8 Bd4 f6 h4 Ke8 f4 Rc4 Bb2 Rxe4 Kf2 Kd7 Rd1 Rc4 Rd2 Rc2 Rxc2 bxc2 Bc1 Kd6 Ke3 Kxd5 Kd3 e5 fxe5 Kxe5 Ke3 Kf5 Kf3 Bc6+ Kf2 Kg4 Bf4 Be4 Bc1 g5 hxg5 fxg5 Bd2 h5 Bc1 h4 gxh4 gxh4 Kg1 Kh3 Bf4 Kg4 Bc1 h3 Kh2 Bf3 Bd2 Bg2 Bc1 Kf3 Bd2 Ke2 Bc1 Kd1 Ba3 c1=Q Bxc1 Kxc1 Kg1 Kd1 Kh2 Ke1 Kg1 Ke2 Kh2 Kf1 Kg3 Kg1 Kf4 h2 Ke5 h1=Q Kd4 Qh3
